fips,Total Households,0-10k,10-15k,15-20k,20-25k,25-30k,30-35k,35-40k,40-45k,45-50k,50-60k,60-75k,75-100k,100-125k,125-150k,150-200k,200k+
29223,16341,2049,1670,1612,1285,920,725,527,485,458,615,534,367,121,125,84,9252
29035,15127,1935,1470,1404,988,816,702,580,571,343,560,466,278,149,186,128,8439
29017,31147,3385,3403,3296,2427,1678,1595,1451,1270,1031,1656,1570,871,283,347,180,18340
29157,12847,1222,1466,1429,1158,673,738,632,675,469,897,866,496,141,137,77,7925
29031,55394,5495,6012,6128,5437,3493,3176,2761,2757,2849,3677,3632,2797,1035,915,645,34969
29207,40123,4892,4348,3957,3583,2456,1867,1657,1396,3304,2572,2039,1522,677,557,457,23729
29201,29093,3477,3244,2978,2731,1875,1495,1308,1057,3312,2464,1731,1413,578,441,344,17807
29020,12886,1602,1493,1295,1270,891,555,634,437,1817,1133,843,683,379,235,205,7922
29133,20760,2742,2344,1942,1975,1310,983,948,646,3067,1927,1145,989,516,364,294,12548
29143,32968,4317,3592,3204,3008,1968,1543,1394,1019,4035,2687,1878,1447,719,488,457,19580
29069,25808,3609,2817,2320,1922,1364,1178,1041,851,1887,1756,1162,798,383,256,423,14803
29155,23046,3179,2404,2170,1822,1258,1111,999,801,3317,2167,1367,1078,522,415,389,13455
29023,31908,3711,3397,3105,2561,1921,1607,1387,1074,1527,1637,1504,984,472,442,320,18613
29181,32348,3881,3409,3085,2452,1947,1520,1418,1118,1358,1547,1424,873,451,431,285,18711
29149,33759,4039,3594,3031,2572,1861,1610,1263,1196,741,1314,1083,677,289,480,282,18989
29107,24597,2280,2555,3196,2502,1709,1413,1319,1092,1340,1722,2013,1501,634,427,337,16015
29101,57936,5598,6216,7014,6086,4077,3297,3020,2627,3260,4282,4535,3491,1607,1121,1179,37164
29037,51073,4092,5748,7059,7089,4189,2992,2838,2696,3045,4716,5364,4887,2182,1245,1141,35894
29095,309924,29837,35298,40196,40284,28836,21606,17946,17411,69958,32995,30541,26575,19512,14591,18843,206081
29177,23974,2202,2503,2956,2784,1795,1179,1228,1036,993,1606,1841,1681,603,409,283,15461
29165,44386,3242,4715,6367,6267,4365,3186,2801,2641,2798,3787,5323,4748,2719,1864,1665,32580
29159,48587,4792,4976,5269,4573,3321,2758,2350,2233,2605,2793,2695,1756,1158,734,1186,29208
29195,17244,1747,1808,1906,1549,1105,1012,823,838,1046,1067,915,729,361,295,450,10481
29047,116521,9538,12419,15322,15390,10109,7450,6653,6161,7033,9694,11948,10284,4961,3261,3558,79998
29033,9344,944,836,885,761,598,501,476,469,322,400,433,252,120,84,83,5448
29049,22583,2010,2608,2733,2848,1804,1216,1198,1016,1076,1906,2017,1895,793,384,402,15307
29085,25219,2808,2812,3106,2548,2006,1597,958,1149,4545,1676,1304,866,644,732,745,14965
29021,57534,5585,6502,6202,5794,3907,2987,2877,2723,3069,4099,3668,2949,1327,768,1164,35865
29075,8593,882,802,853,755,529,480,374,351,280,375,403,229,78,54,33,5039
29003,30374,2739,3293,3379,3240,2021,1675,1608,1544,1375,1971,2049,1701,793,444,522,19416
29063,12020,1218,1310,1211,1075,767,647,571,504,465,718,689,417,177,106,94,7273
29147,15390,1910,1489,1515,1265,924,787,660,676,494,822,885,477,198,193,36,9209
29081,8810,877,904,881,609,540,462,473,309,204,423,388,148,91,58,45,5048
29005,5851,600,599,556,505,353,316,276,239,169,252,277,188,73,37,20,3465
29025,15413,1515,1696,1646,1433,1044,813,753,672,611,1010,927,672,267,221,160,9499
29061,22403,2400,2360,2262,1846,1428,1205,1010,983,785,1275,1165,640,329,248,147,13502
29087,9833,997,1056,1035,794,632,526,450,483,370,506,543,345,122,108,71,5977
29227,2306,251,184,229,181,146,103,100,112,49,80,102,38,19,4,3,1307
29117,19045,2050,2006,1829,1542,1161,946,841,880,588,911,840,467,306,222,164,11254
29129,4301,511,496,379,297,269,228,164,147,142,209,160,98,34,37,31,2477
29079,9640,1051,1020,898,739,598,499,381,384,296,406,349,169,132,101,105,5542
29013,16075,1725,1625,1683,1420,1034,837,709,633,556,866,870,548,233,162,109,9613
29083,19754,2043,2045,2011,1688,1167,1148,804,886,672,1044,963,648,249,222,194,11688
29185,21648,2735,2057,1944,1778,1275,925,936,738,646,835,820,471,192,185,141,12330
29217,21898,2561,2232,2209,1774,1291,1063,856,818,696,1001,954,622,203,242,130,12684
29015,33649,3471,3519,3398,2742,1875,1762,1423,1417,978,1661,1326,822,367,431,342,19459
29039,19056,2312,1861,1664,1526,1165,909,832,682,589,804,695,365,179,192,112,10863
29011,13419,1470,1474,1290,1152,847,649,623,530,516,754,570,382,122,199,127,7924
29057,20481,2314,2138,1883,1574,1237,1087,982,930,766,1089,859,486,226,263,196,12059
29097,78256,7950,8380,8059,7129,5506,4177,3820,3634,3182,4876,4242,2848,1827,1550,1853,47405
29109,46948,4725,5056,4769,4163,2793,2613,2338,2154,1629,2686,2250,1633,771,652,789,28063
29145,55435,5587,5672,5698,4877,3748,3065,2832,2752,2089,3552,2983,1897,1110,1165,1212,33692
29154,21963,2031,2248,2441,2003,1500,1261,1152,1203,855,1380,1364,849,564,495,548,13719
29119,32130,3519,3379,3187,2794,2066,1725,1594,1481,1098,2030,1470,1001,688,784,1037,18941
29125,33378,3588,3685,3588,2926,2340,1610,1607,1132,1424,2054,2256,1267,710,612,458,20193
29151,26531,2531,2979,3227,2890,1953,1377,1050,1398,1908,2282,2258,1753,646,428,319,17132
29019,76098,7523,8293,8468,8887,6169,4204,3879,3784,6766,6338,6875,5460,3029,2053,1887,49597
29135,16240,1467,1881,1709,1609,887,830,880,817,676,1100,965,636,256,175,272,9984
29141,30836,2914,3316,3056,2696,1958,1753,1488,1326,992,1592,1505,977,437,403,413,18418
29161,45122,5040,4866,4592,3810,2937,2060,2096,1626,1654,2567,2494,1461,766,688,523,26662
29029,51651,4901,5209,5012,4707,3539,2751,2502,2580,1742,2608,2393,1984,874,604,570,31223
29131,28813,2625,3196,2961,2590,1910,1580,1464,1314,1047,1742,1547,1081,392,377,357,17540
29053,18243,1823,2033,1895,1771,1074,906,973,950,1155,1334,1072,719,306,175,202,11221
29055,32552,3470,3655,3095,2611,1803,1605,1527,1342,991,1697,1260,954,353,304,290,18951
29089,11630,1207,1277,1244,1175,662,619,497,551,781,775,733,551,200,161,97,7210
29169,25119,2399,2749,2688,2389,2084,1298,1328,1335,2307,1635,1568,804,687,645,779,14924
29215,40978,4882,4298,3701,3199,2279,1848,1643,1437,878,1732,1255,798,344,519,387,23090
29059,35849,4181,3551,3387,2905,2341,1632,1507,1753,1336,1669,1444,1052,423,435,392,21161
29105,29830,3229,2914,2720,2615,1950,1328,1279,1552,1004,1351,1164,864,382,364,323,17477
29229,28330,3106,2832,2565,2404,1739,1462,1340,1016,783,1341,1029,628,323,406,330,16298
29091,32370,3497,3562,2946,2454,1930,1592,1305,1189,705,1326,1119,646,299,442,278,18356
29167,33133,3827,3373,3110,2729,1996,1728,1489,1479,1307,1749,1426,920,409,402,255,19618
29077,183728,16775,18934,19939,18289,12973,10489,9390,9034,7931,11141,11394,8769,4383,3683,3378,114742
29209,59802,5581,6244,6067,5706,4050,3675,3048,2441,2171,3501,3097,2560,1020,845,811,36589
29067,48698,5642,5086,4309,3805,2900,2545,1905,1752,1215,2034,1624,971,426,677,487,27658
29153,15201,1953,1517,1180,1057,984,854,509,560,455,578,355,253,122,225,143,8570
29213,41493,4104,3956,3944,3767,2846,2349,1875,1768,1322,1802,1754,1200,568,616,520,24398
29043,63300,5390,6725,6986,6526,4435,3599,3240,2999,2299,4091,3894,3184,1285,908,854,39701
29225,30486,3011,3038,3035,2888,2210,1509,1645,1417,1167,1868,1549,1158,547,432,383,18677
20005,16963,1881,1667,1935,1470,1182,917,857,788,1138,1179,1183,706,338,264,279,10387
20043,13106,1428,1263,1441,1076,824,796,651,586,968,787,793,452,260,188,205,7874
20087,28518,2648,3129,3865,3208,2027,1505,1475,1499,1772,2300,2818,1955,811,538,439,19007
20103,41996,3510,4409,5766,5694,3351,2531,2309,2240,4092,3534,4370,3809,1796,1045,1434,28212
20045,40187,4362,4301,4661,4202,2815,1917,2198,1937,2328,3087,3492,2476,1293,1192,1324,25324
20059,20249,1856,2421,2488,2147,1435,953,1004,967,862,1724,1661,1257,392,298,368,13112
20003,7387,768,791,752,698,422,355,355,350,287,454,399,268,102,52,70,4472
20011,12773,1443,1293,1329,1198,708,685,505,566,622,677,688,441,111,213,121,7677
20107,16200,1760,1778,1703,1545,916,864,686,766,785,1044,976,612,208,191,135,9965
20209,73413,8443,9490,9953,9880,7086,5065,4156,3963,20455,9483,7470,5892,6216,3784,8855,45714
20091,263537,19173,26648,34287,38250,28024,20296,19429,20353,21589,22208,31232,28648,20242,12698,17636,197590
20121,22675,1928,2607,2856,2679,1924,1199,1410,1156,1118,2026,2132,1865,882,457,406,15696
20001,18551,2022,1901,1817,1532,1137,1006,920,832,787,1002,875,507,307,238,340,10976
20013,9548,1109,1121,1045,906,526,507,403,471,507,999,562,456,150,160,157,5869
20031,13329,1391,1339,1393,1418,787,715,656,518,494,756,730,646,200,148,158,8092
20177,96533,8566,11050,12825,11899,7778,5966,5308,5416,9496,8933,8984,7469,5112,3128,5520,63315
20085,22142,1831,2668,3422,2665,1587,1088,1127,1303,938,2470,2629,1857,637,461,416,15269
20055,29304,3159,3800,4516,3964,2551,2210,2165,2022,2164,2332,2769,1673,4272,1262,7831,16734
20139,16271,1467,1746,1997,1852,1210,885,862,706,670,1182,1348,1118,415,229,222,10594
20009,35121,3818,4222,4308,3527,2441,2062,1758,1721,4758,2952,2179,1687,2048,1008,3015,20545
20173,261544,23443,30722,34838,35089,23008,17518,15069,15164,28816,25219,28515,22783,15969,10086,16308,176311
20197,57319,5743,6197,6908,6508,4330,3200,2875,2895,3666,3990,5100,4110,2458,1469,1812,37180
20117,8499,731,986,807,756,578,460,426,379,277,507,390,330,107,97,85,5107
20131,9225,894,1067,893,834,539,435,441,517,395,558,478,338,102,82,63,5633
20149,34849,4174,3746,3902,3309,2181,1722,1516,1433,1948,2046,2516,1692,1073,772,888,21067
20161,32513,4069,3507,3598,3070,1999,1572,1351,1165,1943,1823,2286,1404,971,784,879,19462
20201,6671,727,696,581,516,474,356,288,269,257,305,259,163,61,37,44,3908
20111,27298,2929,3182,3093,2852,2004,1735,1311,1272,1222,1778,1763,1302,1479,537,2033,16478
20041,24390,2349,2857,2846,2491,1899,1517,1229,1247,2881,1948,1851,1326,1011,762,999,15161
20061,38814,4794,4170,4668,3994,2821,2144,1772,1569,4623,2411,3126,2082,1849,1434,1962,23459
20999,629,45,68,62,40,55,37,14,40,16,26,27,2,13,6,3,355
20037,32135,3673,3483,3275,2975,1925,1619,1310,1300,1383,1839,1875,1315,517,552,615,19275
20205,18728,2022,2010,1872,1490,1158,1019,889,797,661,1021,812,591,261,258,291,11020
20021,33711,4014,3740,3450,2916,1900,1733,1284,1425,1301,2073,1871,1282,490,750,697,19919
20207,16318,1801,1656,1630,1418,1053,847,804,612,623,821,739,511,262,215,306,9586
20133,22611,2420,2387,2301,2123,1496,1350,1036,915,1327,1370,1109,764,491,439,494,13455
20049,7205,809,669,743,577,457,364,332,307,235,321,316,225,86,125,80,4199
20073,10429,1072,1071,1024,835,655,582,487,409,304,519,498,267,119,154,103,6090
20125,28744,2974,3225,3095,2492,1824,1399,1497,1328,1779,2108,1583,1127,610,763,543,17179
20097,8486,960,938,859,743,518,521,323,330,308,523,407,243,148,167,198,5034
20145,22999,2266,2638,2690,1964,1404,1204,1146,1134,979,1434,1298,781,675,376,949,13717
20099,26292,2800,2921,2890,2461,1600,1556,1227,1022,1808,2042,1412,1001,564,758,566,15600
20217,375,52,44,43,32,13,8,22,11,24,0,28,19,4,0,0,225
20017,19077,2214,2291,2216,2195,1359,1239,886,874,954,1313,1213,976,1317,436,1885,11465
20127,7893,758,804,818,706,494,445,399,361,322,390,416,275,155,89,135,4730
20115,25308,2322,2879,2952,2542,1739,1534,1322,1237,1146,1813,1711,1217,915,377,979,15651
20015,63869,5290,7168,8043,8376,5236,4070,3450,3454,2925,5251,5860,5681,3106,1805,2103,43907
20079,27479,2391,3272,3328,3495,2013,1706,1414,1424,1356,2259,2317,2193,1184,479,1036,18102
20029,10970,905,1167,1205,886,708,638,606,492,365,633,551,319,163,98,163,6605
20157,10376,955,1159,1013,855,606,597,531,445,378,603,416,229,158,79,160,6150
20183,5557,586,590,529,536,300,291,172,222,183,286,229,129,63,37,16,3230
20089,8567,802,923,865,682,552,485,461,367,307,468,361,294,123,67,93,5137
20027,14373,1448,1683,1479,1211,990,765,681,633,627,1001,823,518,250,158,154,8810
20147,4623,459,629,473,332,289,192,219,217,194,399,225,99,52,18,27,2833
20077,7037,724,767,754,613,394,311,340,287,229,389,326,238,79,74,60,4190
20095,10206,891,1071,1141,1033,696,558,542,534,390,698,652,570,203,115,99,6455
20191,20936,1717,2587,2499,2491,1513,1079,1081,1126,858,1821,1702,1506,698,444,419,13745
20035,29026,2786,3392,3516,3063,2026,1561,1266,1429,1417,2275,2141,1611,775,714,597,18491
20155,49975,4718,5573,5533,4904,3433,2972,2655,2461,2405,3431,3284,2404,1659,754,1541,31232
20151,9995,909,952,1079,1049,588,510,517,532,295,559,560,463,205,130,260,6015
20185,22479,2113,2458,2699,1898,1428,1133,1193,1098,901,1282,1331,738,648,288,871,13364
20019,4989,558,469,488,433,290,276,225,196,154,225,176,150,53,83,42,2915
20007,4382,376,456,443,371,279,261,214,250,123,277,204,121,81,57,62,2607
20033,1525,145,163,141,140,98,49,100,66,39,77,55,43,15,9,21,896
20047,5007,490,548,524,484,362,260,237,241,196,290,233,174,185,48,209,3010
20113,30541,2833,3545,3663,3197,2194,1756,1551,1785,1657,2423,2368,1743,1199,522,1054,19623
20025,2774,240,346,273,212,181,123,168,153,98,192,128,78,43,28,62,1681
20175,16904,1657,1751,2405,2248,1652,1326,1332,1531,1378,1286,1661,1356,2067,1041,3139,11588
20123,29236,2227,3154,4130,3993,2428,1802,1755,1558,1611,2395,3241,2810,1324,661,962,19995
20109,9818,831,998,1229,934,707,582,404,485,313,533,621,430,283,147,325,5994
20169,33084,3010,3725,3908,3286,2333,2327,1813,1761,1912,2403,2512,1525,1306,676,1237,20956
20105,8770,876,963,994,768,447,480,406,390,285,530,474,327,134,59,109,5278
20143,6336,594,722,713,571,365,376,345,272,238,448,473,253,82,53,79,3938
20053,20242,2114,2521,3070,2504,1680,1401,1449,1277,1295,1529,1775,1052,2546,663,4522,11578
20159,12061,1123,1335,1340,1035,844,694,543,577,431,733,758,431,259,145,236,7307
20141,5788,574,530,514,551,373,344,214,229,150,259,164,195,60,33,18,3334
20167,10165,1006,1042,947,1019,658,533,327,478,317,534,338,382,195,93,75,6003
20165,6738,599,711,754,635,457,342,335,330,293,392,432,243,135,98,155,4073
20135,3178,360,356,312,298,188,175,151,126,123,207,143,143,49,31,25,1943
20195,6608,667,688,617,601,470,347,261,293,201,355,284,226,117,37,63,3923
20101,16426,1776,2111,2577,2169,1429,1239,1261,1105,1197,1279,1516,874,2455,647,4450,9271
20083,15971,1685,1979,2118,1925,1293,1118,1046,1002,1023,1197,1300,826,1690,608,3105,9284
20051,22613,2385,2368,2349,2060,1502,1071,992,1122,740,1153,1291,889,451,195,392,13721
20057,15628,1634,1971,2086,1866,1265,1105,1055,1027,1012,1206,1326,820,1692,603,3111,9109
20063,4438,401,450,396,433,338,293,204,181,148,257,193,179,87,52,53,2691
20137,4965,449,567,488,406,349,289,232,187,173,267,236,87,80,46,83,2912
20065,5519,591,604,530,408,388,274,245,234,249,298,259,152,75,30,39,3275
20039,3370,291,301,350,289,203,202,144,154,96,136,149,79,31,9,21,1939
20179,6371,569,657,597,567,452,376,326,266,188,341,292,218,112,57,66,3803
20163,7803,815,866,739,602,496,371,372,390,304,511,344,181,62,33,55,4654
20153,9333,938,919,885,938,643,513,413,444,382,488,431,456,184,117,124,5716
20193,7584,722,706,721,807,623,413,354,359,299,417,378,409,200,110,119,4729
20023,3167,327,294,266,292,232,237,154,113,105,142,69,119,78,24,76,1849
20181,5610,538,666,597,603,424,392,300,163,197,386,301,269,232,34,330,3350
20199,1399,143,140,135,114,98,93,69,89,49,75,42,35,59,30,74,834
20071,1633,150,189,165,177,129,81,87,92,52,113,73,69,72,26,95,1011
20069,4012,355,398,478,427,275,284,234,272,180,242,286,201,160,62,195,2543
20075,1556,188,219,178,169,112,113,80,81,67,102,67,65,137,40,157,951
20081,17016,1831,2161,2732,2320,1518,1315,1306,1162,1237,1310,1636,962,2612,693,4695,9670
20119,3842,325,423,410,417,251,244,204,224,133,230,230,194,151,54,166,2358
20093,6525,528,857,1010,831,613,509,534,435,323,569,591,399,892,259,1305,4110
20171,19230,1933,2422,3110,2533,1670,1381,1353,1312,1348,1454,1867,1082,2641,694,4736,11108
20067,5448,424,656,791,676,502,428,491,317,235,434,492,339,708,202,1076,3375
20129,3089,273,339,397,349,215,200,228,166,142,238,258,176,200,60,327,1927
20187,2536,298,331,315,273,170,166,163,143,131,184,142,123,219,59,330,1565
20203,4624,333,497,676,474,348,256,177,278,176,239,374,240,191,82,278,2891
20189,11265,1289,1357,1676,1460,1046,854,878,789,986,973,933,698,1704,630,2816,6774
31023,22376,2068,2706,2671,2326,1504,1385,998,1061,1018,1741,1633,1095,681,301,693,14235
31177,10192,783,1126,1367,1243,919,651,461,472,420,799,933,798,481,160,137,6972
31155,24414,1849,2665,3435,3254,1961,1382,1291,1464,1273,2056,2691,2334,1076,513,416,17084
31039,13242,1175,1348,1309,1215,880,786,721,628,492,767,599,467,214,103,234,7936
31153,65551,4225,7542,9751,10481,6535,4413,3855,4106,4896,6222,8292,7768,4415,2052,2944,48382
31035,26864,2409,3006,2911,2522,1864,1543,1450,1451,1005,1801,1747,1123,701,316,554,16721
31055,256641,20674,28090,33893,34296,23884,17692,15871,15767,31241,23908,27488,23642,16885,9066,14751,177669
31025,15692,1116,1778,2241,1812,1194,861,933,820,692,1322,1640,1156,502,168,305,10684
31021,5420,473,656,594,464,309,356,295,260,164,717,354,248,104,98,80,3310
31053,28364,2489,3325,3153,2865,1875,1637,1365,1391,1110,2082,1716,1350,637,312,644,17679
31173,4631,476,517,540,400,320,292,222,197,181,761,354,188,113,119,102,2797
31043,11219,1166,1246,1685,1259,959,727,605,717,548,831,987,651,849,287,1157,6995
31179,12645,1143,1343,1377,1119,836,738,584,536,463,728,679,394,217,102,179,7567
31067,18131,1690,2075,1965,1682,1112,1061,966,749,704,1313,1170,783,277,146,104,11276
31097,5585,534,664,639,517,324,328,254,221,205,379,327,219,85,53,67,3405
31109,145692,12066,15851,17982,17476,11292,9458,7889,7795,7898,10930,13849,10275,6135,3597,4804,96717
31131,14110,1290,1556,1659,1312,1009,794,767,653,581,959,1081,672,321,154,222,8924
31095,32220,3192,3941,3568,2929,2273,1768,1793,1544,1325,2147,2005,1183,1226,584,1692,19690
31169,23129,2270,2732,2447,2451,1636,1261,1058,950,901,1670,1394,1139,772,283,690,14299
31127,7932,764,891,827,838,526,365,334,302,254,482,461,363,103,56,62,4810
31159,12866,1183,1517,1584,1334,1001,670,571,613,603,1016,1085,728,317,198,147,8465
31185,16011,1377,1807,1616,1528,1045,912,852,790,628,1093,940,618,252,137,143,9953
31143,21227,1988,2559,2535,2167,1425,1344,932,1046,987,1653,1598,998,661,289,671,13528
31081,10290,848,1187,1081,989,654,659,543,554,447,798,614,446,205,91,77,6533
31059,6987,638,722,674,649,454,399,388,331,262,433,343,252,104,41,56,4237
31133,3954,413,384,353,338,254,195,191,172,145,194,148,90,45,30,15,2311
31129,5564,460,525,551,459,325,330,252,272,138,225,208,98,52,30,32,3181
31999,10239,1015,972,907,844,630,564,492,420,290,383,351,189,103,61,67,5855
31151,11844,1198,1294,1462,1151,838,661,611,535,551,811,915,608,363,132,325,7507
31147,6838,700,673,757,665,357,371,244,317,242,310,388,200,82,121,21,4030
31037,22047,2170,2620,2643,2367,1610,1458,1062,1095,1100,1654,1610,1094,1064,349,1308,13827
31141,22316,2135,2665,2576,2233,1536,1378,991,1089,1013,1633,1557,1040,714,274,712,14098
31011,7992,782,888,738,585,531,440,402,368,287,400,308,185,124,49,98,4709
31077,5193,520,582,436,421,334,299,230,212,182,236,192,125,66,20,40,3024
31183,3429,336,324,313,277,198,209,168,138,96,124,110,80,35,14,19,1958
31125,5824,550,620,507,450,350,299,294,323,181,291,204,132,60,33,47,3411
31121,25717,2407,3083,2855,2405,1967,1319,1471,1410,973,1629,1607,963,1157,522,1625,15584
31167,25919,2632,3042,2783,2678,1793,1453,1265,1126,1117,1858,1620,1244,915,295,893,16039
31003,9735,1038,1015,876,698,582,548,482,396,310,429,379,192,112,67,61,5644
31175,5605,653,608,481,430,344,251,271,183,174,267,176,84,60,31,40,3208
31119,24104,2445,2892,2695,2515,1724,1336,1181,1017,1045,1826,1544,1211,955,300,917,15025
31139,25709,2521,3010,2739,2675,1755,1413,1181,1088,1007,1805,1583,1219,792,303,733,15893
31051,10374,1091,1064,1182,911,650,581,472,456,452,625,595,318,200,112,186,6287
31089,10066,1053,1055,991,796,579,537,459,422,317,484,409,248,113,58,52,5907
31149,3043,341,321,269,211,201,122,139,114,74,136,94,47,37,9,23,1713
31027,9000,842,946,824,724,610,511,477,398,352,495,392,216,88,58,44,5333
31107,12235,1279,1288,1189,1018,714,677,520,482,360,761,580,293,152,121,81,7148
31015,1902,194,178,223,116,117,107,79,60,35,63,75,38,21,8,4,1080
31071,4418,489,512,380,351,259,198,213,141,133,238,138,76,40,22,28,2534
31103,3276,316,309,272,282,189,158,137,181,71,102,100,79,24,15,31,1842
31115,3289,343,356,275,251,194,183,148,109,90,140,90,60,31,13,14,1852
